v1,market,airlineaa,airlineal,airlinedl,airlinelcc,airlineua,airlinewn,city_pairaa,operate1aa,operate2aa,passengeraa,distaa,airpresenceaa,routeaa,lairpresenceaa,city_pairal,operate1al,operate2al,passengeral,distal,airpresenceal,routeal,lairpresenceal,city_pairdl,operate1dl,operate2dl,passengerdl,distdl,airpresencedl,routedl,lairpresencedl,city_pairlcc,operate1lcc,operate2lcc,passengerlcc,distlcc,airpresencelcc,routelcc,lairpresencelcc,city_pairua,operate1ua,operate2ua,passengerua,distua,airpresenceua,routeua,lairpresenceua,city_pairwn,operate1wn,operate2wn,passengerwn,distwn,airpresencewn,routewn,lairpresencewn,airport1,state1,city1,population1,route1,tourism1,airport2,state2,city2,population2,route2,tourism2,population,firm_nb,tourism,lpopulation,distancesq,distance,ldistance,ldistancesq
1361,DENPNS,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,741,1450.3386,1074700.9,128,13.887554,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,US-CO,Denver,554636,95,0,PNS,US-FL,Pensacola,56255,38,1,305445.5,2,1,12.629527,1505529,1227,7.1123276,14.224655
1362,DENPVD,1,1,1,0,1,0,0,1,1,511,1747.9943,893225.06,99.5,13.702595,0,1,1,0,0,0,0,0,0,1,1,280,1939.9352,543181.88,119.5,13.205201,1,1,1,0,0,0,0,0,0,1,1,726,1763.257,1280124.5,132,14.062469,0,0,1,0,0,0,0,0,DEN,US-CO,Denver,554636,95,0,PVD,US-RI,Providence,173618,59,0,364127,4,0,12.805258,3017169,1737,7.4599147,14.919829
1363,DENRDU,1,1,1,1,1,0,0,1,1,1444,1586.5216,2290937.3,106,14.644472,0,1,1,0,0,0,0,0,0,1,1,849,1540.0609,1307511.8,133,14.083637,0,1,1,0,0,0,0,0,0,1,1,645,1562.9568,1008107.1,130.5,13.823586,0,0,1,0,0,0,0,0,DEN,US-CO,Denver,554636,95,0,RDU,US-NC,Raleigh/Durham,463128,77,0,508882,5,0,13.139972,2062096,1436,7.2696166,14.539233
1364,DENRIC,1,1,1,0,1,0,0,1,1,211,1799,379589,99.5,12.846847,0,1,1,0,0,0,0,0,0,1,1,426,1626.8413,693034.38,126.5,13.448836,0,1,0,0,0,0,0,0,0,1,1,418,1549.0332,647495.88,133,13.380869,0,0,0,0,0,0,0,0,DEN,US-CO,Denver,554636,95,0,RIC,US-VA,Richmond,197790,50,0,376213,4,0,12.837911,2196324,1482,7.3011479,14.602296
1365,DENROC,1,1,0,1,1,0,0,1,1,719,1429.1472,1027556.9,99,13.842695,0,1,1,0,0,0,0,0,1,1,1,56,1957.3462,109611.39,114,11.604706,0,1,1,223,1896.439,422905.88,47.5,12.954907,0,1,1,1020,1466.6387,1495971.5,128.5,14.218287,0,0,0,0,0,0,0,0,DEN,US-CO,Denver,554636,95,0,ROC,US-NY,Rochester,219773,47,0,387204.5,4,0,12.866708,1996569,1413,7.2534704,14.506941
1366,DENRSW,1,1,1,1,1,0,0,1,1,81,1678,135918,95.5,11.819815,0,1,1,0,0,0,0,0,0,1,1,1445,1761.3676,2545176,133.5,14.749711,0,1,1,200,2000,400000,51.5,12.899222,0,1,1,383,2014.3896,771511.25,125,13.556108,0,0,0,0,0,0,0,0,DEN,US-CO,Denver,554636,95,0,RSW,US-FL,Fort Myers,51970,68,1,303303,5,1,12.622488,2579236,1606,7.3815017,14.763003
1367,DENSAN,1,1,1,1,1,0,0,1,1,875,1265.5176,1107327.9,116,13.917461,0,1,1,0,0,0,0,0,0,1,1,1182,1016.4658,1201462.6,133.5,13.999051,0,1,1,7079,856.09729,6060312.5,38,15.617272,0,1,1,14622,866.77661,12674008,148.5,16.355064,0,0,1,0,0,0,0,0,DEN,US-CO,Denver,554636,95,0,SAN,US-CA,San Diego,1223400,85,1,889018,5,1,13.697873,727609,853,6.7487597,13.497519
1368,DENSAT,1,1,1,0,1,0,0,1,1,1457,881.0473,1283685.9,118,14.065247,0,1,1,0,0,0,0,0,0,1,1,588,902.0238,530390,134,13.18137,1,1,1,0,0,0,0,0,0,1,1,4522,794.26471,3591665,135.5,15.094127,0,0,1,0,0,0,0,0,DEN,US-CO,Denver,554636,95,0,SAT,US-TX,San Antonio,1144646,80,0,849641,4,0,13.652569,630436,794,6.6770835,13.354167
1369,DENSBA,0,0,0,0,1,0,1,1,1,1,916,916,68.5,6.8211074,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,44,1220.7407,53712.594,124,10.891421,0,0,0,0,0,0,0,0,DEN,US-CO,Denver,554636,95,0,SBA,US-CA,Santa Barbara,92325,11,1,323480.5,1,1,12.686894,839056,916,6.8200164,13.640033
1370,DENSDF,1,1,1,0,1,0,0,1,1,142,1374,195108,90.5,12.181314,0,1,1,0,0,0,0,0,0,1,1,603,1285.7148,775286.06,133,13.560988,1,1,1,0,0,0,0,0,0,1,1,2,1538.5,3077,110.5,8.0320349,0,0,1,0,0,0,0,0,DEN,US-CO,Denver,554636,95,0,SDF,US-KY,Louisville,256231,62,0,405433.5,4,0,12.912712,1048576,1024,6.9314718,13.862944
1371,DENSEA,1,1,1,1,1,0,0,1,1,781,1728.1765,1349705.9,113.5,14.115398,0,1,1,0,0,0,0,0,0,1,1,1222,1077.0049,1316100,135.5,14.090184,0,1,1,8314,1030.0433,8563780,48.5,15.963053,0,1,1,23055,1080.2878,24906036,158,17.030621,0,0,1,0,0,0,0,0,DEN,US-CO,Denver,554636,95,0,SEA,US-WA,Seattle,563374,86,0,559005,5,0,13.233913,1048576,1024,6.9314718,13.862944
1372,DENSFO,1,1,1,1,1,0,0,1,1,940,1244.0684,1169424.3,114,13.972023,0,1,1,0,0,0,0,0,0,1,1,1072,999.90234,1071895.3,139,13.88494,0,1,1,9508,1916.3606,18220756,48,16.718073,0,1,1,30503,1018.7181,31073958,152,17.251881,0,0,0,0,0,0,0,0,DEN,US-CO,Denver,554636,95,0,SFO,US-CA,San Francisco,776733,88,1,665684.5,5,1,13.408571,935089,967,6.8741984,13.748397
1373,DENSHV,1,0,1,0,0,0,0,1,1,2,831,1662,85.5,7.4163785,1,1,1,0,0,0,0,0,0,1,1,292,846.93805,247305.91,123,12.418386,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,US-CO,Denver,554636,95,0,SHV,US-LA,Shreveport,200145,19,0,377390.5,2,0,12.841036,690561,831,6.72263,13.44526
1374,DENSJC,1,1,1,0,1,0,0,1,1,4917,965.45929,4747163.5,113.5,15.373058,0,1,1,0,0,0,0,0,0,1,1,405,978.68829,396368.75,122,12.890102,1,1,1,0,0,0,0,0,0,1,1,13903,960.63165,13355662,140,16.407452,0,0,1,0,0,0,0,0,DEN,US-CO,Denver,554636,95,0,SJC,US-CA,San Jose,894943,59,1,724789.5,4,1,13.493636,898704,948,6.8543544,13.708709
1375,DENSLC,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,8399,393.46753,3304733.8,139,15.010867,0,1,1,7115,391,2781965,41.5,14.838669,0,1,1,10334,391.65833,4047397.3,146,15.213585,0,0,1,0,0,0,0,0,DEN,US-CO,Denver,554636,95,0,SLC,US-UT,Salt Lake City,181743,74,0,368189.5,3,0,12.816353,152881,391,5.9687076,11.937415
1376,DENSMF,0,1,1,0,1,0,1,1,1,23,2072,47656,104,10.771785,0,1,1,0,0,0,0,0,0,1,1,852,923,786396,121.5,13.575217,1,1,1,0,0,0,0,0,0,1,1,8414,927.52106,7804162,137,15.870168,0,0,1,0,0,0,0,0,DEN,US-CO,Denver,554636,95,0,SMF,US-CA,Sacramento,407018,61,1,480827,3,1,13.083262,828100,910,6.8134446,13.626889
1377,DENSNA,1,1,1,0,1,0,0,1,1,1475,1303.8228,1923138.5,110,14.46947,0,1,1,0,0,0,0,0,0,1,1,783,982.99536,769685.38,124,13.553739,1,1,1,0,0,0,0,0,0,1,1,12994,851.23999,11061012,140,16.218937,0,0,1,0,0,0,0,0,DEN,US-CO,Denver,554636,95,0,SNA,US-CA,Santa Ana,337977,60,1,446306.5,4,1,13.008761,715716,846,6.7405195,13.481039
1378,DENSRQ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,668,1657.1638,1106985.4,125.5,13.917151,1,1,1,76,1930,146680,34,11.896015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,US-CO,Denver,554636,95,0,SRQ,US-FL,Sarasota/Bradenton,52715,43,1,303675.5,1,1,12.623715,2592100,1610,7.3839893,14.767979
1379,DENSTL,1,1,0,1,1,0,0,1,1,466,1172.7683,546510.06,120,13.211309,0,1,1,0,0,0,0,0,1,1,1,13,1682,21866,130.5,9.992734,0,1,1,0,0,0,0,0,0,1,1,6074,796.34747,4837014.5,141.5,15.391809,0,0,1,0,0,0,0,0,DEN,US-CO,Denver,554636,95,0,STL,US-MO,St Louis,348189,90,0,451412.5,4,0,13.020137,592900,770,6.6463904,13.292781
1380,DENSYR,1,1,1,1,1,0,0,1,1,330,1502.797,495923,93.5,13.114178,0,1,1,0,0,0,0,0,0,1,1,141,1815.9841,256053.77,120.5,12.453147,0,1,1,192,1835,352320,42.5,12.772298,0,1,1,454,1528.6906,694025.5,126,13.450266,0,0,0,0,0,0,0,0,DEN,US-CO,Denver,554636,95,0,SYR,US-NY,Syracuse,147306,41,0,350971,5,0,12.768459,2235025,1495,7.3098817,14.619763
1381,DENTOL,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,6,1349.6,8097.5996,93.5,8.9994469,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,US-CO,Denver,554636,95,0,TOL,US-OH,Toledo,313619,15,0,434127.5,2,0,12.981093,1214404,1102,7.0048819,14.009764
1382,DENTPA,1,1,1,0,1,0,0,1,1,1471,1638.2074,2409803,112.5,14.695056,0,1,1,0,0,0,0,0,0,1,1,3027,1617.8224,4897148.5,138,15.404164,1,1,1,12,2631,31572,45.5,10.360058,0,1,1,5615,1608.8062,9033447,137.5,16.016445,0,0,1,0,0,0,0,0,DEN,US-CO,Denver,554636,95,0,TPA,US-FL,Tampa,303447,92,1,429041.5,4,1,12.969309,2268036,1506,7.3172126,14.634425
1383,DENTUL,1,0,0,0,1,0,0,1,1,525,880.20831,462109.38,110.5,13.043559,1,1,1,0,0,0,0,0,1,1,1,6,903.5,5421,123,8.5982199,0,1,0,0,0,0,0,0,0,1,1,3610,541.69965,1955535.8,120.5,14.486176,0,0,1,0,0,0,0,0,DEN,US-CO,Denver,554636,95,0,TUL,US-OK,Tulsa,393049,52,0,473842.5,2,0,13.06863,292681,541,6.2934194,12.586839
1384,DENTUS,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,188,987.53162,185655.94,130.5,12.131656,1,1,1,0,0,0,0,0,0,1,1,4477,656.16351,2937644,134.5,14.893119,0,0,1,0,0,0,0,0,DEN,US-CO,Denver,554636,95,0,TUS,US-AZ,Tucson,486699,60,0,520667.5,3,0,13.162867,408321,639,6.4599047,12.919809
1385,DENTYS,1,0,1,0,1,0,0,1,1,294,1413,415422,85.5,12.937053,1,1,1,0,0,0,0,0,0,1,1,684,1370.5343,937445.44,133.5,13.750915,0,1,0,0,0,0,0,0,0,1,1,414,1390.9814,575866.31,126.5,13.263633,0,0,0,0,0,0,0,0,DEN,US-CO,Denver,554636,95,0,TYS,US-TN,Knoxville,173890,38,0,364263,3,0,12.805632,1380625,1175,7.0690236,14.138047
1386,DFWDSM,1,0,0,0,0,0,0,1,1,2338,628.84308,1470235.1,111.5,14.200933,1,1,1,0,0,0,0,0,1,1,1,1,1317,1317,106.5,7.1838708,1,1,1,3,1103,3309,39,8.1047039,1,1,1,219,1168.9429,255998.48,119,12.45293,0,0,0,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,DSM,US-IA,Des Moines,198682,35,0,366688,1,0,12.812266,389376,624,6.4361506,12.872301
1387,DFWELP,1,0,1,0,0,0,0,1,1,8692,553.72681,4812993.5,120.5,15.38683,1,1,1,0,0,0,0,0,0,1,1,1130,552.46399,624284.31,131,13.344363,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,ELP,US-TX,El Paso,563662,51,0,549178,2,0,13.216178,303601,551,6.3117347,12.623469
1388,DFWFAT,1,0,0,0,0,0,0,1,1,736,1327.3154,976904.13,103.5,13.792145,0,1,0,0,0,0,0,0,0,1,0,1,1489,1489,83.5,7.3065314,1,1,1,0,0,0,0,0,0,1,0,1,1485,1485,76.5,7.303843,0,0,0,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,FAT,US-CA,Fresno,427652,19,1,481173,1,1,13.083982,1723969,1313,7.1800699,14.36014
1389,DFWFLL,1,1,1,1,0,0,0,1,1,8474,1136.916,9634226,122,16.080833,0,1,1,0,0,0,0,0,0,1,1,6867,1156.25,7939969,141.5,15.88742,0,1,1,668,1737.0393,1160342.3,56.5,13.964227,1,1,1,17,1984,33728,105.5,10.426113,0,0,1,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,FLL,US-FL,Fort Lauderdale,152397,84,1,343545.5,4,1,12.747075,1252161,1119,7.0201907,14.040381
1390,DFWFNT,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,272,1376,374272,38,12.832741,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,FNT,US-MI,Flint,124943,28,0,329818.5,2,0,12.706298,1087849,1043,6.9498563,13.899713
1391,DFWFWA,1,0,0,0,0,0,0,1,1,4,859,3436,87.5,8.142354,1,1,1,0,0,0,0,0,1,1,1,2,1224,2448,107,7.8034348,0,1,0,0,0,0,0,0,1,1,1,4,959,3836,89,8.2524462,0,0,0,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,FWA,US-IN,Fort Wayne,205727,14,0,370210.5,1,0,12.821827,737881,859,6.7557688,13.511538
1392,DFWGEG,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,478,1565.7959,748450.44,130.5,13.525762,1,1,1,0,0,0,0,0,0,1,1,447,1526.3955,682298.81,117,13.433225,0,0,1,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,GEG,US-WA,Spokane,195629,43,0,365161.5,3,0,12.808095,2181529,1477,7.2977681,14.595536
1393,DFWGRR,1,1,0,0,1,0,0,1,1,8,936.14288,7489.1431,100,8.9213428,0,1,1,0,0,0,0,0,1,1,1,2,1151.5,2303,112,7.7424021,0,1,0,5,934,4670,43.5,8.4491282,0,1,1,249,939,233811,119,12.362272,0,0,0,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,GRR,US-MI,Grand Rapids,197800,42,0,366247,3,0,12.811063,866761,931,6.8362594,13.672519
1394,DFWGSO,1,1,1,1,0,0,0,1,1,2762,1005.3043,2776650.3,100,14.836756,0,1,1,0,0,0,0,0,0,1,1,1287,1064.22,1369651.1,135,14.130067,0,1,1,621,1040.6094,646218.44,50,13.378895,1,1,1,45,1392,62640,107.5,11.045176,0,0,0,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,GSO,US-NC,Greensboro,223891,46,0,379292.5,4,0,12.846063,998001,999,6.906755,13.81351
1395,DFWGSP,1,0,1,0,0,0,0,1,1,5,1013,5065,86,8.5303068,1,1,1,0,0,0,0,0,0,1,1,432,902.51257,389885.44,136,12.87361,0,1,0,0,0,0,0,0,0,1,0,1,1379,1379,84.5,7.2298388,0,0,0,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,GSP,US-SC,Greenville,56720,36,0,295707,2,0,12.597124,743044,862,6.7592554,13.518511
1396,DFWHOU,1,0,1,0,0,0,0,1,1,42,307.21054,12902.843,100.5,9.4652805,0,1,0,0,0,0,0,0,0,1,1,12,247,2964,127.5,7.9946322,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,HOU,US-TX,Houston,1953631,70,0,1244162.5,2,0,14.033973,61009,247,5.5093884,11.018777
1397,DFWIAD,1,1,1,1,1,0,0,1,1,13284,1177.7036,15644615,112,16.565638,0,1,1,0,0,0,0,0,0,1,1,929,1285.437,1194171,132.5,13.992964,0,1,1,1663,1269.7947,2111668.5,66.5,14.562989,0,1,1,4931,1203.4475,5934199.5,132.5,15.596243,0,0,0,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,IAD,US-DC,Washington,572059,66,0,553376.5,5,0,13.223794,1373584,1172,7.0664668,14.132934
1398,DFWICT,1,0,1,0,0,0,0,1,1,2818,329.73532,929194.13,115.5,13.742074,1,1,1,0,0,0,0,0,0,1,1,13,328,4264,94.5,8.3581972,0,1,0,0,0,0,0,0,1,1,1,1,328,328,114,5.7960577,0,0,0,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,ICT,US-KS,Wichita,344284,32,0,439489,2,0,12.993368,107584,328,5.7930136,11.586027
1399,DFWIND,1,1,1,0,1,0,0,1,1,6844,766.578,5246460,114,15.473064,0,1,1,0,0,0,0,0,0,1,1,318,1110.8934,353264.13,140,12.774974,1,1,1,264,959,253176,56.5,12.441844,0,1,1,372,984.26892,366148.03,125.5,12.810796,0,0,1,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,IND,US-IN,Indianapolis,781870,76,0,658282,4,0,13.397388,580644,762,6.6359468,13.271894
1400,DFWJAN,1,0,1,0,0,0,0,1,1,10,408,4080,86.5,8.3140974,1,1,1,0,0,0,0,0,0,1,1,2607,409.88483,1068569.8,135,13.881832,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,JAN,US-MS,Jackson,184256,43,0,359475,2,0,12.7924,166464,408,6.0112672,12.022534
1401,DFWJAX,1,0,1,1,0,0,0,1,1,3508,923.56116,3239852.5,104,14.991038,1,1,1,0,0,0,0,0,0,1,1,5322,940.39063,5004759,141.5,15.4259,0,1,1,421,1002,421842,53,12.952389,1,1,1,14,1667,23338,105.5,10.057881,0,0,1,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,JAX,US-FL,Jacksonville,735617,73,1,635155.5,3,1,13.361625,844561,919,6.8232861,13.646572
1402,DFWJFK,1,0,1,0,0,0,0,1,1,1071,1552.9932,1663255.6,118,14.324288,1,1,1,0,0,0,0,0,0,1,1,1223,1485.6024,1816891.8,129,14.412639,1,1,1,1,1529,1529,53.5,7.3330231,1,1,1,40,1862.75,74510,109.5,11.218702,0,0,0,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,JFK,US-NY,New York,8008278,51,0,4271486,2,0,15.267472,1934881,1391,7.2377782,14.475556
1403,DFWLAN,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,7,1070,7490,100.5,8.9214573,0,1,0,0,0,0,0,0,1,1,1,3,981,2943,89,7.9875245,0,0,0,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,LAN,US-MI,Lansing,119128,24,0,326911,1,0,12.697443,962361,981,6.8885727,13.777145
1404,DFWLAX,1,1,1,1,1,0,0,1,1,18829,1299.3955,24466318,130.5,17.012808,0,1,1,0,0,0,0,0,0,1,1,6364,1317.38,8383806.5,144,15.941813,0,1,1,1298,2063.5295,2678461.3,51,14.800754,0,1,1,6699,1294.9486,8674861,141,15.97594,0,0,1,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,LAX,US-CA,Los Angeles,3694820,95,1,2114757,5,1,14.56445,1525225,1235,7.1188264,14.237653
1405,DFWLEX,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,963,978.00494,941818.75,136,13.755569,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,LEX,US-KY,Lexington,260512,32,0,397603,1,0,12.893209,632025,795,6.6783423,13.356685
1406,DFWLGA,1,1,1,1,1,0,0,1,1,30400,1425.3665,43331140,124,17.584383,0,1,1,0,0,0,0,0,0,1,1,7432,1428.2825,10614995,138,16.177778,0,1,1,4591,1762.2245,8090372.5,70,15.906185,0,1,1,2212,1492.2245,3300800.5,126.5,15.009676,0,0,0,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,LGA,US-NY,New York,8008278,87,0,4271486,5,0,15.267472,1929321,1389,7.2363396,14.472679
1407,DFWLIT,1,0,1,0,0,0,0,1,1,2471,306.57349,757543.06,117.5,13.537837,1,1,1,0,0,0,0,0,0,1,1,1794,304,545376,133.5,13.209232,0,1,0,0,0,0,0,0,1,1,1,1,304,304,76,5.7203116,0,0,1,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,LIT,US-AR,Little Rock,183133,53,0,358913.5,2,0,12.790836,92416,304,5.7170277,11.434055
1408,DFWMBS,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,199,1027.5,204472.5,114,12.228193,0,0,0,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,MBS,US-MI,Saginaw,61799,27,0,298246.5,2,0,12.605676,1030225,1015,6.9226437,13.845287
1409,DFWMCI,1,0,0,1,0,0,0,1,1,23301,463.3313,10796083,127.5,16.194695,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,6063,460,2788980,44,14.841187,1,1,1,4,1205,4820,123,8.4807367,0,0,1,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,MCI,US-MO,Kansas City,441545,86,0,488119.5,2,0,13.098315,211600,460,6.1312265,12.262453
1410,DFWMCO,1,1,1,1,1,0,0,1,1,15872,1000.7864,15884482,127,16.580853,0,1,1,0,0,0,0,0,0,1,1,13039,1021.392,13317931,150.5,16.404621,0,1,1,1377,1662.7397,2289592.8,57.5,14.643885,0,1,1,511,1875.9379,958604.25,127.5,13.773234,0,0,1,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,MCO,US-FL,Orlando,185951,92,1,360322.5,5,1,12.794755,968256,984,6.8916259,13.783252
1411,DFWMDT,1,1,0,0,1,0,0,1,1,366,1416.7802,518541.53,103,13.158777,0,1,1,0,0,0,0,0,1,1,1,195,1358.9891,265002.88,125.5,12.4875,0,1,0,0,0,0,0,0,0,1,1,444,1396,619824,112.5,13.337193,0,0,0,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,MDT,US-PA,Harrisburg,48880,31,0,291787,3,0,12.583779,1540081,1241,7.123673,14.247346
1412,DFWMDW,1,0,0,1,0,0,0,1,1,10130,797.48364,8078509.5,101.5,15.904718,1,1,1,0,0,0,0,0,0,1,0,14,1322,18508,107.5,9.8260126,0,1,1,16572,1127.5927,18686466,55.5,16.743311,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,MDW,US-IL,Chicago,2896016,60,0,1715355,2,0,14.35513,635209,797,6.6808548,13.36171
1413,DFWMEM,1,1,1,1,0,0,0,1,1,3881,433.58966,1682761.5,112.5,14.335947,0,1,1,0,0,0,0,0,0,1,1,1333,468.76276,624860.75,140,13.345285,0,1,1,111,1057.2043,117349.68,48.5,11.672922,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,MEM,US-TN,Memphis,650100,70,0,592397,4,0,13.291932,186624,432,6.0684257,12.136851
1414,DFWMFE,1,1,0,0,0,0,0,1,1,3551,468,1661868,118.5,14.323454,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,MFE,US-TX,Mc Allen,106414,22,0,320554,2,0,12.677806,219024,468,6.1484685,12.296937
1415,DFWMIA,1,1,1,1,1,0,0,1,1,11129,1172.4398,13048083,131,16.384151,0,1,1,0,0,0,0,0,0,1,1,891,1329.6897,1184753.5,140,13.985046,0,1,1,566,1329.7262,752625,42,13.531323,0,1,1,295,2034.3368,600129.38,119,13.304902,0,0,0,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,MIA,US-FL,Miami,362470,89,1,448582,5,1,13.013846,1256641,1121,7.0219765,14.043953
1416,DFWMKE,1,1,1,1,0,0,0,1,1,41,864.71429,35453.285,102,10.476,0,1,1,0,0,0,0,0,0,1,1,215,1234.9883,265522.47,137,12.489458,0,1,1,16,1013.5,16216,40,9.6938152,1,1,1,47,887.46155,41710.691,121,10.638536,0,0,0,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,MKE,US-WI,Milwaukee,596974,64,0,565834,4,0,13.246056,727609,853,6.7487597,13.497519
1417,DFWMLB,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,399,1180.2081,470903.03,129.5,13.062409,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,MLB,US-FL,Melbourne,71382,28,1,303038,1,1,12.621614,1062961,1031,6.9382844,13.876569
1418,DFWMOB,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,843,597.76044,503912.06,133.5,13.130159,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,MOB,US-AL,Mobile,198915,29,0,366804.5,1,0,12.812584,291600,540,6.2915692,12.583138
1419,DFWMSY,1,1,1,0,0,0,0,1,1,7272,448.6134,3262316.8,124,14.997949,0,1,1,0,0,0,0,0,0,1,1,3189,455.27713,1451878.8,141,14.18837,1,1,1,1,1157,1157,48,7.0544496,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,MSY,US-LA,New Orleans,484674,87,0,509684,3,0,13.141546,200704,448,6.1047931,12.209586
1420,DFWOAK,1,1,1,0,1,0,0,1,1,5337,1471.5408,7853613,113.5,15.876484,0,1,1,0,0,0,0,0,0,1,1,1671,1513.7031,2529398,118.5,14.743492,1,1,1,0,0,0,0,0,0,1,1,940,1606.7626,1510356.9,112.5,14.227858,0,0,1,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,OAK,US-CA,Oakland,399484,57,1,467089,4,1,13.054276,2119936,1456,7.2834482,14.566896
1421,DFWOKC,1,0,1,0,0,0,0,1,1,1263,175,221025,124,12.306036,1,1,1,0,0,0,0,0,0,1,1,8,175,1400,133.5,7.2449417,0,1,0,0,0,0,0,0,1,1,1,4,175,700,104.5,6.5525079,0,0,1,0,0,0,0,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,OKC,US-OK,Oklahoma City,506132,61,0,520413,2,0,13.162378,30625,175,5.1647859,10.329572
